best_match_score,__id_left,__id_right,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,short_name,long_name,club_name,league_name,pace,shooting,passing,dribbling,defending,physic,player_positions
0.6231772432608569,0_left,49_right,755,Jamie Vardy,35,3034,23,18.903537318110466,5,6.3682975601404905,89,32,3,0,F S,Leicester,19,15.097693115472795,21.02660731226206,1.7243406660854816,J. Vardy,Jamie Vardy,Leicester City,English Premier League,88.0,85.0,66.0,78.0,55.0,75.0,ST
0.8405645063339741,1_left,32_right,318,Pierre-Emerick Aubameyang,36,3143,22,16.352623080834743,3,4.4924869164824495,93,26,3,1,F M S,Arsenal,20,14.830358987674115,19.96428203582764,5.339657470583917,P. Aubameyang,Pierre-Emerick Aubameyang,Arsenal,English Premier League,93.0,86.0,75.0,80.0,38.0,69.0,"ST, LW"
0.011777067498419978,2_left,338_right,986,Danny Ings,38,2836,22,15.659717170521615,2,2.8490850934758782,93,35,3,0,F M S,Southampton,21,14.137379484251142,18.488031499087807,5.015938125550747,D. Ings,Daniel William John Ings,Southampton,English Premier League,76.0,81.0,67.0,78.0,32.0,69.0,ST
0.7132192613195646,3_left,13_right,618,Raheem Sterling,33,2678,20,19.799906481057405,1,7.208586284890771,100,48,5,0,F M S,Manchester City,20,18.27756874635816,31.4420103430748,10.185997404158117,R. Sterling,Raheem Shaquille Sterling,Manchester City,English Premier League,93.0,81.0,79.0,90.0,45.0,67.0,"LW, RW"
0.4326100463860321,4_left,8_right,1250,Mohamed Salah,34,2904,19,20.66331870108843,10,8.726042523980139,132,60,1,0,F S,Liverpool,16,18.37981212884188,31.37419793009758,8.425026852637531,M. Salah,Mohamed Salah Ghaly,Liverpool,English Premier League,93.0,86.0,81.0,90.0,45.0,75.0,RW
0.49715913528113315,5_left,15_right,647,Harry Kane,29,2595,18,13.297065950930119,2,3.1170063093304634,82,27,4,0,F,Tottenham,16,11.77476505190134,16.854615883901715,3.0513013089075685,H. Kane,Harry Kane,Tottenham Hotspur,English Premier League,68.0,91.0,80.0,80.0,47.0,83.0,ST
0.5933829534883788,6_left,7_right,838,Sadio Mané,35,2761,18,14.577482901513575,7,7.235693477094173,77,59,3,0,F M S,Liverpool,18,14.577482901513575,25.07320520281792,6.767014004290104,S. Mané,Sadio Mané,Liverpool,English Premier League,94.0,85.0,80.0,90.0,44.0,76.0,LW
0.8108711898175737,7_left,90_right,553,Anthony Martial,32,2672,17,13.240494780242445,6,4.618776654824615,80,30,1,0,F S,Manchester United,17,12.47932606190443,20.40956318750977,6.357817467302084,A. Martial,Anthony Martial,Manchester United,English Premier League,89.0,83.0,74.0,87.0,41.0,72.0,ST
0.7627078260334719,8_left,52_right,556,Marcus Rashford,31,2673,17,19.503727605566386,7,5.457172868773341,95,33,3,0,F M,Manchester United,11,13.4144136775285,20.24479783885181,5.906573036685586,M. Rashford,Marcus Rashford,Manchester United,English Premier League,91.0,83.0,78.0,86.0,45.0,78.0,"LM, ST"
0.7545615251358633,9_left,113_right,4105,Raúl Jiménez,38,3269,17,16.510798024013642,6,7.226940844208003,117,48,3,0,F S,Wolverhampton Wanderers,13,13.466122614219785,22.56023951806128,5.709532639943062,R. Jiménez,Raúl Alonso Jiménez Rodríguez,Wolverhampton Wanderers,English Premier League,78.0,82.0,76.0,82.0,49.0,83.0,ST
0.47165837869934923,10_left,9_right,619,Sergio Agüero,24,1462,16,15.557500325143335,3,2.9202088303864,76,19,1,0,F S,Manchester City,14,13.274030677974224,16.878254003822803,2.644766173325479,S. Agüero,Sergio Leonel Agüero del Castillo,Manchester City,English Premier League,78.0,90.0,77.0,88.0,33.0,73.0,ST
0.450339984487376,11_left,478_right,702,Tammy Abraham,34,2233,15,18.082801550626755,3,2.9130481593310837,88,21,2,0,F S,Chelsea,15,18.082801550626755,19.84191975370049,1.5461508873850107,T. Abraham,Tammy Bakumo-Abraham,Chelsea,English Premier League,74.0,78.0,59.0,72.0,31.0,70.0,ST
0.8313118014022483,12_left,4_right,447,Kevin De Bruyne,35,2818,14,8.106427835300567,20,20.62070693448186,100,133,3,0,M S,Manchester City,12,6.58409016020596,37.798310726881034,19.244823712855574,K. De Bruyne,Kevin De Bruyne,Manchester City,English Premier League,76.0,86.0,93.0,88.0,64.0,78.0,"CAM, CM"
0.6571645681732828,13_left,558_right,4456,Chris Wood,32,2462,14,17.22620151937008,1,1.4709960892796516,65,22,1,0,F S,Burnley,13,16.4650327116251,12.64265088364482,2.4554109154269104,C. Wood,Chris Wood,Burnley,English Premier League,66.0,78.0,59.0,68.0,40.0,81.0,ST
0.6349690973991563,14_left,128_right,5543,Gabriel Jesus,34,2022,14,21.015201296657324,7,3.5988582558929916,101,32,3,0,F S,Manchester City,14,20.2540324293077,27.65223385766149,7.18130973726511,Gabriel Jesus,Gabriel Fernando de Jesus,Manchester City,English Premier League,85.0,82.0,72.0,87.0,42.0,71.0,ST
0.8320554228305306,15_left,375_right,5555,Dominic Calvert-Lewin,36,2639,13,16.109842916950587,1,1.3362248316407204,85,15,9,0,F S,Everton,13,16.109842916950587,17.212499532848597,3.8967644218355417,D. Calvert-Lewin,Dominic Calvert-Lewin,Everton,English Premier League,83.0,76.0,63.0,75.0,38.0,80.0,ST
0.3550377710150844,16_left,207_right,6026,Richarlison,36,3100,13,9.842966288328169,3,6.66813437640667,89,34,8,0,F M,Everton,13,9.842966288328169,16.459749782457948,5.198306467384099,Richarlison,Richarlison de Andrade,Everton,English Premier League,83.0,78.0,72.0,81.0,50.0,80.0,"ST, RM, LM"
-0.29545840679690005,17_left,228_right,453,Son Heung-Min,30,2511,11,9.70170486625284,10,6.721727088093758,81,41,0,2,F M S,Tottenham,11,8.940535909496248,18.800011694431305,6.5140129551291475,D. Sánchez,Davinson Sánchez Mina,Tottenham Hotspur,English Premier League,74.0,45.0,56.0,65.0,82.0,81.0,CB
0.7723515676662386,18_left,83_right,750,Riyad Mahrez,33,1938,11,8.649655679240823,9,11.05984910018742,74,60,0,0,F M S,Manchester City,10,7.888486815616488,27.76552989333868,13.28588094189763,R. Mahrez,Riyad Mahrez,Manchester City,English Premier League,83.0,79.0,81.0,90.0,38.0,59.0,"RW, RM"
,19_left,,7696,Teemu Pukki,36,2908,11,11.524345129728315,3,3.6190154179930687,80,30,3,0,F S,Norwich,9,10.002007439732553,14.751465763896705,2.368442302569747,,,,,,,,,,,
0.7509347947724379,20_left,557_right,531,Michail Antonio,24,1767,10,13.249549170956016,3,3.921495376154781,68,26,3,0,F M S,West Ham,9,12.488380333408713,13.959707390516995,2.2701555807143454,M. Antonio,Michail Antonio,West Ham United,English Premier League,84.0,75.0,73.0,78.0,56.0,84.0,"ST, RM, LM"
,21_left,,574,Troy Deeney,27,2253,10,11.589193798601627,2,3.7357030231505632,45,29,3,0,F S,Watford,5,7.022180713713169,11.632463542744516,3.33459750469774,,,,,,,,,,,
0.5992698857814358,22_left,152_right,3277,Alexandre Lacazette,30,1890,10,8.66464820317924,4,3.342290915548801,52,24,8,0,F S,Arsenal,10,8.66464820317924,12.061301652342081,2.5056346226483583,A. Lacazette,Alexandre Lacazette,Arsenal,English Premier League,76.0,82.0,75.0,84.0,46.0,75.0,ST
0.48799057564360415,23_left,629_right,3621,Neal Maupay,37,2782,10,13.558543261140585,3,2.50613137986511,96,25,3,0,F S,Brighton,9,12.036205606535075,13.85504301264882,3.4836169090121984,N. Maupay,Neal Maupay,Brighton & Hove Albion,English Premier League,77.0,77.0,67.0,73.0,41.0,71.0,ST
0.7676551537820661,24_left,593_right,7490,Mason Greenwood,31,1304,10,3.387857362627983,1,1.4115077937021852,39,14,0,0,F M S,Manchester United,10,3.387857362627983,8.516980450600387,4.284458378329873,M. Greenwood,Mason Greenwood,Manchester United,English Premier League,81.0,78.0,71.0,78.0,39.0,67.0,"RM, ST"
0.31417690463302134,25_left,37_right,482,Roberto Firmino,38,3035,9,16.686229031533006,8,7.346656003966927,98,52,0,0,F M S,Liverpool,9,16.686229031533006,28.271100923419,9.463312279433012,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,Liverpool,English Premier League,77.0,80.0,81.0,90.0,61.0,78.0,CF
0.9046091061812513,26_left,725_right,672,Jordan Ayew,37,3196,9,7.676179042086005,2,2.8646419234573837,58,30,6,0,F M,Crystal Palace,9,7.676179042086005,11.721330039203167,3.8773922603577375,J. Ayew,Jordan Ayew,Crystal Palace,English Premier League,77.0,76.0,71.0,79.0,45.0,74.0,"ST, RM"
-0.10429888563743868,27_left,188_right,700,Willian,36,2609,9,8.135337460786102,7,8.679427238181232,71,76,4,0,F M S,Chelsea,5,5.0906621143221855,18.40935368090868,10.227612223476171,Willian,Willian Borges da Silva,Arsenal,English Premier League,82.0,79.0,80.0,85.0,49.0,59.0,"RW, LW, RM"
0.577253082683615,28_left,210_right,2662,Christian Pulisic,25,1738,9,8.925186410546303,4,4.29607973434031,63,30,0,0,F M S,Chelsea,9,8.925186410546303,16.74666349589825,7.0697766561061135,C. Pulisic,Christian Pulisic,Chelsea,English Premier League,89.0,70.0,72.0,85.0,37.0,59.0,"LW, RW, LM"
0.3509270233646652,29_left,564_right,468,Callum Wilson,35,2916,8,9.842873975634577,1,3.349536281079054,53,30,10,0,F S,Bournemouth,8,9.842873975634577,12.562949229031801,2.7078363643959165,C. Wilson,Callum Wilson,Newcastle United,English Premier League,82.0,77.0,65.0,76.0,39.0,74.0,ST
0.78305807637566,30_left,427_right,502,Olivier Giroud,18,1015,8,7.400897581130266,0,1.3883666470646858,39,8,1,0,F S,Chelsea,8,7.400897581130266,9.754190690815447,2.356766097247601,O. Giroud,Olivier Giroud,Chelsea,English Premier League,39.0,79.0,70.0,71.0,42.0,77.0,ST
0.03158370261434421,31_left,125_right,645,Dele Alli,25,1862,8,7.915494641289115,4,3.4838604610413317,42,23,2,0,F M S,Tottenham,7,7.15432577393949,16.530975185334682,6.6929060788825145,D. Alli,Bamidele Alli,Tottenham Hotspur,English Premier League,72.0,80.0,79.0,83.0,71.0,79.0,"CAM, CM"
0.9112217470397794,32_left,286_right,675,Jack Grealish,36,3235,8,6.844703698530793,6,7.6379953287541875,73,92,8,0,F M,Aston Villa,8,6.08353484608233,18.37364166975021,9.304536566138268,J. Grealish,Jack Grealish,Aston Villa,English Premier League,76.0,74.0,80.0,84.0,46.0,61.0,"LW, CAM, CM"
0.37330924500402285,33_left,462_right,770,Ayoze Pérez,33,2045,8,6.557796832174063,4,4.091643614694476,47,28,0,0,F M S,Leicester,7,5.7966279946267605,12.850322676822545,4.473776834085584,Ayoze Pérez,Ayoze Pérez Gutiérrez,Leicester City,English Premier League,78.0,75.0,71.0,82.0,58.0,66.0,"RW, RM"
0.634901992312696,34_left,865_right,844,Jay Rodriguez,36,1987,8,8.956882773898544,1,0.7683108970522879,67,6,1,0,F S,Burnley,7,8.195713876746595,7.035942082293332,1.2578966859728098,J. Rodriguez,Jay Rodriguez,Burnley,English Premier League,71.0,77.0,68.0,72.0,42.0,69.0,ST
0.4880704167730236,35_left,23_right,1228,Bruno Fernandes,14,1211,8,5.986080504953861,7,2.755000274628401,44,30,2,0,M,Manchester United,4,2.9414419010281563,8.513760548084973,4.864245451986791,Bruno Fernandes,Bruno Miguel Borges Fernandes,Manchester United,English Premier League,77.0,83.0,88.0,85.0,68.0,75.0,"CAM, CM"
0.4067705860405312,36_left,609_right,5596,Harry Wilson,31,1672,7,4.165000810287893,0,2.2177436221390963,56,14,2,0,F M S,Bournemouth,7,4.165000810287893,7.921821791678668,4.21072705835104,H. Wilson,Harry Wilson,Liverpool,English Premier League,78.0,78.0,75.0,77.0,44.0,56.0,"RM, CM"
0.7899428260510348,37_left,230_right,6144,Sébastien Haller,32,2248,7,8.48490078188479,1,2.3431185195222497,57,24,1,0,F S,West Ham,7,8.48490078188479,11.102977383881807,2.6397061385214333,S. Haller,Sébastien Haller,West Ham United,English Premier League,70.0,80.0,62.0,75.0,51.0,82.0,ST
0.17115635191821868,38_left,169_right,6854,Diogo Jota,34,2329,7,12.017675075680016,1,2.6425623558461666,69,29,4,0,F M S,Wolverhampton Wanderers,7,12.017675075680016,16.14993271231651,4.098007360473275,Rúben Neves,Rúben Diogo da Silva Neves,Wolverhampton Wanderers,English Premier League,61.0,75.0,84.0,77.0,71.0,73.0,CM
0.5933026180210187,39_left,263_right,7768,Mason Mount,37,2894,7,7.497830409556628,5,5.258456766605377,78,52,3,0,F M S,Chelsea,7,7.497830409556628,16.87500463053584,8.520663106814027,M. Mount,Mason Mount,Chelsea,English Premier League,74.0,77.0,79.0,80.0,48.0,61.0,"CAM, CM, LW"
-0.1053343561511798,40_left,1764_right,465,Joshua King,26,2033,6,6.534089729189872,4,4.1330986842513076,26,30,0,0,F M S,Bournemouth,3,4.250657398253678,8.3733511865139,3.021743079647422,J. Sims,Joshua Sims,Southampton,English Premier League,85.0,61.0,62.0,74.0,31.0,53.0,"RM, RW"
0.8883597825720899,41_left,698_right,769,Jonjo Shelvey,26,2136,6,2.2422137800604105,2,4.141612278297544,45,44,3,0,M S,Newcastle United,6,2.2422137800604105,7.4871279345825315,4.892644166946411,J. Shelvey,Jonjo Shelvey,Newcastle United,English Premier League,58.0,73.0,79.0,73.0,62.0,75.0,CM
0.7051351374522813,42_left,994_right,1736,Oliver McBurnie,36,2123,6,8.068319181911647,0,1.1350035546347501,50,10,4,0,F S,Sheffield United,6,8.068319181911647,10.194572409614919,3.9475044198334217,O. McBurnie,Oliver McBurnie,Sheffield United,English Premier League,62.0,72.0,58.0,69.0,34.0,76.0,ST
0.7059351466657403,43_left,1199_right,1748,Lys Mousset,30,1220,6,6.072983540594577,4,3.6121069919317965,37,12,1,0,F S,Sheffield United,6,6.072983540594577,9.621278783306481,2.4637557156383987,L. Mousset,Lys Mousset,Sheffield United,English Premier League,80.0,75.0,55.0,74.0,25.0,68.0,ST
0.1373486073477814,44_left,27_right,3635,Bernardo Silva,34,2020,6,7.420340552926063,7,6.312828656286001,52,51,5,0,F M S,Manchester City,6,7.420340552926063,23.83779612928629,14.72735245898366,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,Manchester City,English Premier League,81.0,77.0,83.0,92.0,51.0,67.0,"RW, CAM, CM"
0.6119469031270465,45_left,695_right,4422,Ashley Barnes,19,1386,6,6.516927354037763,0,0.3088205009698868,40,5,4,0,F S,Burnley,5,5.755758501589298,5.060966618359089,1.5740792136639357,A. Barnes,Ashley Barnes,Burnley,English Premier League,61.0,78.0,68.0,74.0,47.0,80.0,ST
0.443157909891117,46_left,368_right,6681,Harvey Barnes,36,2094,6,8.480619834735991,8,4.0854342728853235,61,35,0,0,F M S,Leicester,6,8.480619834735991,17.09378569200635,6.487783459946513,H. Barnes,Harvey Lewis Barnes,Leicester City,English Premier League,83.0,72.0,75.0,80.0,45.0,57.0,"LW, CAM"
0.6074530358330915,47_left,216_right,6818,James Maddison,31,2632,6,5.0217749159783125,3,5.768516240641475,74,79,4,0,M S,Leicester,6,5.0217749159783125,14.379001699388027,8.763976752758026,J. Maddison,James Maddison,Leicester City,English Premier League,75.0,76.0,84.0,82.0,54.0,58.0,"CAM, CM, LW"
,48_left,,7695,Todd Cantwell,37,2528,6,5.67504897993058,2,2.3185307234525685,42,36,6,0,M S,Norwich,6,5.67504897993058,11.005102287046613,3.8052573222666983,,,,,,,,,,,
0.04884920417851342,49_left,2751_right,7722,Trézéguet,34,1955,6,5.3450491577386865,1,0.958256496116519,50,21,2,1,F M S,Aston Villa,6,5.3450491577386865,6.641214985400437,2.6114314906299114,M. Tait,Michael Tait,Aston Villa,English Premier League,60.0,53.0,39.0,53.0,19.0,44.0,ST
-0.03261277821602045,50_left,223_right,617,David Silva,27,1846,5,6.93236867710948,10,7.6509875394403934,46,49,0,0,M S,Manchester City,5,6.93236867710948,24.68700398504734,12.764220461249352,B. Mendy,Benjamin Mendy,Manchester City,English Premier League,80.0,54.0,77.0,77.0,77.0,77.0,LB
0.5493195035989992,51_left,1178_right,620,Kelechi Iheanacho,20,976,5,5.901271570473909,3,2.588645750656724,36,15,1,0,F M S,Leicester,5,5.901271570473909,8.9800880625844,1.3327805418521166,K. Iheanacho,Kelechi Promise Iheanacho,Leicester City,English Premier League,78.0,74.0,64.0,75.0,29.0,69.0,"ST, CF"
0.9331818877277686,52_left,6_right,833,Virgil van Dijk,38,3420,5,2.957816191017628,1,1.1334363408386707,31,7,1,0,D,Liverpool,5,2.957816191017628,15.309704806655645,14.673714911565185,V. van Dijk,Virgil van Dijk,Liverpool,English Premier League,76.0,60.0,71.0,71.0,91.0,86.0,CB
0.9489157782214677,53_left,383_right,843,James Ward-Prowse,38,3420,5,7.061390930786729,3,5.761547470465303,57,61,9,0,D M,Southampton,4,4.777884328737856,13.292200219817461,9.146257374435665,J. Ward-Prowse,James Ward-Prowse,Southampton,English Premier League,60.0,72.0,85.0,77.0,66.0,67.0,CM
0.8746291640548364,54_left,676_right,1691,Robert Snodgrass,24,1522,5,2.3865075511857867,5,3.732901037670672,21,33,4,0,F M S,West Ham,5,2.3865075511857867,6.5122477412223825,3.524154720827937,R. Snodgrass,Robert Snodgrass,West Ham United,English Premier League,62.0,75.0,79.0,76.0,47.0,72.0,"RM, CM"
0.4268316100751757,55_left,175_right,5656,Nicolas Pepe,31,2021,5,5.069305270910262,5,4.904219791293143,50,39,4,0,F M S,Arsenal,4,4.308136463165283,10.924230057746172,4.814494099467994,N. Pépé,Nicolas Pépé,Arsenal,English Premier League,89.0,78.0,75.0,84.0,33.0,66.0,"RM, RW"
-0.1866410069938644,56_left,1002_right,5675,Ismaila Sarr,28,2038,5,5.96819850243628,4,4.3511091442778715,43,25,1,0,F M S,Watford,5,5.96819850243628,11.652336601167915,3.366789443418384,M. Sarr,Malang Sarr,Chelsea,English Premier League,67.0,52.0,68.0,65.0,75.0,75.0,"CB, LB"
0.35158756117497475,57_left,353_right,6055,Phil Foden,23,888,5,3.5568296778947115,2,1.5590803828090432,34,18,0,0,F M S,Manchester City,5,3.5568296778947115,9.372164931148289,5.848771423101425,P. Foden,Philip Foden,Manchester City,English Premier League,75.0,70.0,76.0,81.0,56.0,55.0,"CAM, CM"
0.7689965283826912,58_left,720_right,6274,Andriy Yarmolenko,23,979,5,2.6255949772894382,1,3.426018500700593,26,19,2,0,M S,West Ham,5,2.6255949772894382,6.9196843914687625,1.9625784363597631,A. Yarmolenko,Andriy Yarmolenko,West Ham United,English Premier League,65.0,80.0,77.0,80.0,42.0,68.0,"RM, RW"
0.634834778769123,59_left,907_right,6893,Stuart Armstrong,30,1711,5,3.1144408900290728,3,2.009652604348957,46,18,4,0,D M S,Southampton,5,3.1144408900290728,7.9727021176368,3.845191847532988,S. Armstrong,Stuart Armstrong,Southampton,English Premier League,73.0,76.0,74.0,75.0,65.0,72.0,RM
0.49062995051185837,60_left,510_right,7698,Leandro Trossard,31,2018,5,5.3543020244687805,3,4.625110670924187,41,42,0,0,F M S,Brighton,5,5.3543020244687805,12.011704009026287,4.779169330373406,L. Trossard,Leandro Trossard,Brighton & Hove Albion,English Premier League,82.0,77.0,76.0,81.0,30.0,62.0,"LM, LW"
0.7508432849493281,61_left,839_right,7708,John Lundstram,34,2448,5,5.921482932753861,3,3.829640366137028,44,21,5,0,M S,Sheffield United,5,5.921482932753861,12.008114026859404,5.026100654155017,J. Lundstram,John Lundstram,Sheffield United,English Premier League,64.0,69.0,70.0,71.0,71.0,73.0,CM
0.72490490993654,62_left,699_right,7709,John Fleck,30,2513,5,3.2481018742546435,2,3.429328950121999,31,39,8,0,M S,Sheffield United,5,3.2481018742546435,10.274544572457673,5.323464703746139,J. Fleck,John Fleck,Sheffield United,English Premier League,71.0,71.0,78.0,77.0,70.0,75.0,CM
0.33326458805291437,63_left,806_right,7724,Wesley,21,1806,5,7.270558223128319,1,0.8836160395294428,36,11,3,0,F,Aston Villa,5,6.509389266371727,8.00793587975204,2.6747646359726787,Wesley,Wesley Moraes Ferreira da Silva,Aston Villa,English Premier League,69.0,76.0,67.0,70.0,38.0,84.0,ST
0.6010330123323414,64_left,619_right,484,Divock Origi,28,680,4,2.0965603087097406,1,0.8253554403781891,14,8,1,0,F S,Liverpool,4,2.0965603087097406,3.5364457424730062,0.8342474475502968,D. Origi,Divock Okoth Origi,Liverpool,English Premier League,82.0,76.0,67.0,77.0,27.0,74.0,"ST, LW"
0.8825072975947683,65_left,153_right,522,Wilfried Zaha,38,3276,4,4.932660914957523,3,3.744230917654932,61,37,5,0,F M S,Crystal Palace,4,4.932660914957523,11.829811396077275,4.5895095095038405,W. Zaha,Wilfried Zaha,Crystal Palace,English Premier League,90.0,75.0,72.0,87.0,34.0,75.0,"LM, CF"
0.738893528816293,66_left,1060_right,533,Mark Noble,33,2709,4,2.773826020769775,3,3.1814721887931228,17,44,5,0,M S,West Ham,1,0.4903195230290294,10.037942433729768,7.929711478762329,M. Noble,Mark Noble,West Ham United,English Premier League,38.0,67.0,76.0,73.0,72.0,71.0,"CM, CDM"
-0.204445979391439,67_left,162_right,591,Gerard Deulofeu,28,2137,4,6.213232520967723,5,4.786341346800327,63,43,4,0,F M S,Watford,3,5.452063657343388,11.513658057898285,3.673295915126801,Gerard Moreno,Gerard Moreno Balagueró,Villarreal CF,Spain Primera Division,76.0,84.0,76.0,80.0,46.0,73.0,"ST, RM, CF"
0.5732552716647581,68_left,45_right,605,Jordan Henderson,30,2254,4,1.1846888158470392,5,4.108062040060759,20,27,2,0,M S,Liverpool,4,1.1846888158470392,15.858563289046288,12.152118895202875,J. Henderson,Jordan Brian Henderson,Liverpool,English Premier League,65.0,74.0,84.0,79.0,81.0,82.0,"CDM, CM"
0.6817843430387934,69_left,1293_right,743,Dwight Gayle,20,856,4,4.639500036835671,2,0.8900679210200906,23,6,2,0,F S,Newcastle United,4,4.639500036835671,5.124921843409538,1.8412650860846045,D. Gayle,Dwight Gayle,Newcastle United,English Premier League,78.0,75.0,58.0,74.0,28.0,60.0,"ST, LW"
0.9030727966474029,70_left,71_right,771,Georginio Wijnaldum,37,2980,4,2.6510815713554616,0,0.8085457179695368,36,18,0,0,M S,Liverpool,4,2.6510815713554616,13.478653196245432,10.85671390965581,G. Wijnaldum,Georginio Wijnaldum,Liverpool,English Premier League,76.0,75.0,81.0,86.0,78.0,79.0,CM
0.715057997464217,71_left,524_right,790,Nathan Redmond,32,2781,4,5.287322388961911,4,3.6244108723476534,59,38,2,0,F M,Southampton,4,5.287322388961911,13.67461494076997,6.087857705540955,N. Redmond,Nathan Redmond,Southampton,English Premier League,83.0,72.0,72.0,82.0,30.0,52.0,LM
0.7340239215147586,72_left,365_right,900,Adama Traoré,37,2596,4,3.7073373962193727,9,7.551031334325671,43,49,1,0,D F M S,Wolverhampton Wanderers,4,3.7073373962193727,15.272295154631138,5.655398900620638,Adama Traoré,Adama Traoré Diarra,Wolverhampton Wanderers,English Premier League,96.0,66.0,68.0,87.0,38.0,81.0,"RW, RWB"
0.8775187649902754,73_left,408_right,966,Alex Oxlade-Chamberlain,30,1511,4,2.504467505961657,1,0.9436887409538032,40,17,1,0,F M S,Liverpool,4,2.504467505961657,5.693251250311732,2.6489656697958712,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,Liverpool,English Premier League,79.0,74.0,78.0,83.0,67.0,73.0,CM
-0.1792827216702128,74_left,600_right,1389,Jorginho,31,2391,4,3.097004123032093,2,2.916516068391502,12,23,10,0,M S,Chelsea,1,0.8134975954890251,15.918048471212387,14.992466654628515,R. James,Reece James,Chelsea,English Premier League,80.0,57.0,72.0,75.0,73.0,76.0,"RB, CDM"
0.426849240046539,75_left,243_right,1621,Marcos Alonso,18,1436,4,2.5468264957889915,2,2.9914873391389847,30,25,4,0,D S,Chelsea,4,2.5468264957889915,10.606778636574743,7.1116813570261,Marcos Alonso,Marcos Alonso Mendoza,Chelsea,English Premier League,65.0,75.0,78.0,77.0,77.0,79.0,"LB, LWB"
0.2719955421061892,76_left,518_right,1726,Abdoulaye Doucouré,37,3189,4,5.280909616500138,2,4.084617623127997,61,38,8,0,M S,Watford,4,5.280909616500138,13.540454076603055,7.193617694079876,A. Doucouré,Abdoulaye Doucouré,Everton,English Premier League,68.0,74.0,71.0,74.0,76.0,82.0,"CDM, CAM, CM"
0.8356763481534984,77_left,22_right,1791,Trent Alexander-Arnold,38,3183,4,3.0844607949256897,13,11.166966449469328,45,86,5,0,D S,Liverpool,4,3.0844607949256897,20.636688346043233,13.597049359232187,T. Alexander-Arnold,Trent Alexander-Arnold,Liverpool,English Premier League,80.0,66.0,87.0,80.0,80.0,71.0,RB
0.18402656980017904,78_left,158_right,3293,Lucas Moura,35,2261,4,5.58206464163959,4,3.279884606599808,56,35,3,0,F M S,Tottenham,4,5.58206464163959,10.088381383568047,3.17877896502614,Lucas Moura,Lucas Rodrigues Moura da Silva,Tottenham Hotspur,English Premier League,92.0,78.0,72.0,87.0,43.0,67.0,"RM, CF"
0.9990319869388198,79_left,1015_right,5612,Anwar El Ghazi,34,2082,4,6.3813601741567245,4,2.8772015031427145,53,30,3,0,F M S,Aston Villa,3,5.620191336609423,8.016558893024921,2.210284132510424,A. El Ghazi,Anwar El Ghazi,Aston Villa,English Premier League,75.0,75.0,70.0,75.0,32.0,68.0,"RW, LW"
0.004069090648621255,80_left,2744_right,6852,Matt Doherty,36,2842,4,6.484134657308459,3,2.1279858881607647,34,21,1,0,D M S,Wolverhampton Wanderers,4,6.484134657308459,14.165048303082585,7.663296995684504,L. Richards,Lewis Richards,Wolverhampton Wanderers,English Premier League,63.0,41.0,48.0,50.0,51.0,62.0,"CB, LWB"
0.9512836685815576,81_left,490_right,7236,Leander Dendoncker,38,2793,4,2.638043900020421,0,0.7169408379122615,20,9,5,0,D M S,Wolverhampton Wanderers,4,2.638043900020421,9.559081248007717,8.402882419526577,L. Dendoncker,Leander Dendoncker,Wolverhampton Wanderers,English Premier League,67.0,72.0,77.0,71.0,79.0,83.0,"CB, CM"
0.4595150685545611,82_left,535_right,7420,Miguel Almirón,36,3063,4,7.755137665197253,2,2.9012294206768274,55,31,5,0,F M S,Newcastle United,4,7.755137665197253,13.875709598883985,3.9898445047438154,M. Almirón,Miguel Ángel Almirón Rejala,Newcastle United,English Premier League,89.0,71.0,75.0,80.0,50.0,63.0,"CAM, RM, LW"
0.6189307369451342,83_left,1188_right,7700,Che Adams,30,1096,4,5.865681562572718,2,1.9888088637962935,36,13,0,0,F S,Southampton,4,5.865681562572718,7.280021018348634,1.2057215720415115,C. Adams,Che Adams,Southampton,English Premier League,85.0,74.0,61.0,73.0,39.0,76.0,ST
0.9538214070368077,84_left,266_right,101,Allan Saint-Maximin,26,1896,3,2.942516947165132,4,4.33181169256568,46,33,0,0,F M S,Newcastle United,3,2.942516947165132,9.657795261591671,4.271792184561491,A. Saint-Maximin,Allan Saint-Maximin,Newcastle United,English Premier League,93.0,70.0,72.0,88.0,25.0,63.0,"LM, LW, ST"
-0.28210111890472395,85_left,2214_right,462,Dan Gosling,24,1255,3,2.9298638608306646,1,1.3691747784614563,13,10,3,0,M S,Bournemouth,3,2.9298638608306646,3.787046970799565,1.4419021494686604,D. Ndoye,Dan Ndoye,OGC Nice,French Ligue 1,77.0,63.0,59.0,65.0,29.0,57.0,"RW, LW, ST"
-0.1207929325899025,86_left,2319_right,463,Junior Stanislas,15,706,3,1.87086548935622,0,0.9225292792543768,17,12,1,0,D M S,Bournemouth,2,1.1096966369077563,2.252744848839938,1.580289775505662,Junior Messias,Junior Messias,Crotone,Italian Serie A,66.0,62.0,62.0,69.0,23.0,43.0,"CF, ST"
